PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   1.000  index, nleg, degeneracy, r=  2.4075
    65    3   2.000  index, nleg, degeneracy, r=  4.6242
      x           y           z     ipot  label      rleg      beta        eta
    3.827790    0.701730    1.720430   3 'Fe    '     4.2549  149.1232    0.0000
    1.608490    1.622360    0.878660   3 'Fe    '     2.5459   63.1373    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4477  147.7395    0.0000
    66    2   1.000  index, nleg, degeneracy, r=  4.6326
      x           y           z     ipot  label      rleg      beta        eta
    1.283190   -4.105450    1.720430   3 'Fe    '     4.6326  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     4.6326  180.0000    0.0000
    67    3   2.000  index, nleg, degeneracy, r=  4.6351
      x           y           z     ipot  label      rleg      beta        eta
    1.419860    0.513560   -3.907820   3 'Fe    '     4.1894  145.2531    0.0000
    1.502350    1.383250   -1.542110   2 'Si    '     2.5219   68.9187    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.5590  145.8282    0.0000
    68    3   2.000  index, nleg, degeneracy, r=  4.6443
      x           y           z     ipot  label      rleg      beta        eta
   -2.406690    0.020530   -0.681500   3 'Fe    '     2.5014  146.2426    0.0000
    1.502350    1.383250   -1.542110   2 'Si    '     4.2283  147.1004    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.5590   66.6570    0.0000
    69    3   2.000  index, nleg, degeneracy, r=  4.6443
      x           y           z     ipot  label      rleg      beta        eta
    0.913970   -2.462270    0.000000   3 'Fe    '     2.6264  149.2403    0.0000
   -1.607650    0.501830    1.720430   3 'Fe    '     4.2549  146.0868    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4075   64.6729    0.0000
    70    3   2.000  index, nleg, degeneracy, r=  4.6443
      x           y           z     ipot  label      rleg      beta        eta
    3.827790    0.701730    1.720430   3 'Fe    '     4.2549  146.0867    0.0000
    2.589370   -0.439620    0.000000   3 'Fe    '     2.4075   64.6730    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.6264  149.2403    0.0000
    71    3   2.000  index, nleg, degeneracy, r=  4.6491
      x           y           z     ipot  label      rleg      beta        eta
    0.828870   -3.310260   -2.384540   3 'Fe    '     4.1630  143.2534    0.0000
   -1.035140   -1.852820   -1.542110   2 'Si    '     2.5116   71.6906    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.6235  145.0559    0.0000
    72    3   2.000  index, nleg, degeneracy, r=  4.6542
      x           y           z     ipot  label      rleg      beta        eta
    2.589370   -0.439620    0.000000   3 'Fe    '     2.6264  147.9198    0.0000
   -1.295280   -1.880460    0.878660   3 'Fe    '     4.2354  145.2401    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4466   66.8401    0.0000
    73    3   2.000  index, nleg, degeneracy, r=  4.6542
      x           y           z     ipot  label      rleg      beta        eta
    3.190130   -2.643790    0.878660   3 'Fe    '     4.2354  145.2402    0.0000
    0.913970   -2.462270    0.000000   3 'Fe    '     2.4466   66.8399    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.6264  147.9199    0.0000
    74    3   2.000  index, nleg, degeneracy, r=  4.6548
      x           y           z     ipot  label      rleg      beta        eta
    0.913970   -2.462270    0.000000   3 'Fe    '     2.6264  147.8936    0.0000
    1.608490    1.622360    0.878660   3 'Fe    '     4.2354  145.2291    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4477   66.8774    0.0000
    75    3   2.000  index, nleg, degeneracy, r=  4.6548
      x           y           z     ipot  label      rleg      beta        eta
    3.190130   -2.643790    0.878660   3 'Fe    '     4.2354  145.2291    0.0000
    2.589370   -0.439620    0.000000   3 'Fe    '     2.4477   66.8772    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.6264  147.8937    0.0000
    76    3   2.000  index, nleg, degeneracy, r=  4.6671
      x           y           z     ipot  label      rleg      beta        eta
   -0.240720   -1.489420   -3.907820   3 'Fe    '     4.1890  143.6863    0.0000
   -1.035140   -1.852820   -1.542110   2 'Si    '     2.5219   71.0130    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.6235  145.3007    0.0000
    77    3   2.000  index, nleg, degeneracy, r=  4.6702
      x           y           z     ipot  label      rleg      beta        eta
   -1.514090    0.747870    4.154540   3 'Fe    '     4.4846  157.6504    0.0000
   -1.607650    0.501830    1.720430   3 'Fe    '     2.4483   45.0987    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4075  157.2510    0.0000
    78    3   2.000  index, nleg, degeneracy, r=  4.6811
      x           y           z     ipot  label      rleg      beta        eta
   -2.583680    2.568720    2.631260   3 'Fe    '     4.4941  157.6543    0.0000
   -1.607650    0.501830    1.720430   3 'Fe    '     2.4605   45.2108    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4075  157.1348    0.0000
    79    3   2.000  index, nleg, degeneracy, r=  4.7009
      x           y           z     ipot  label      rleg      beta        eta
   -0.923100   -3.544570    2.631260   3 'Fe    '     4.5099  157.2022    0.0000
   -1.295280   -1.880460    0.878660   3 'Fe    '     2.4453   45.5824    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4466  157.2154    0.0000
    80    3   2.000  index, nleg, degeneracy, r=  4.7221
      x           y           z     ipot  label      rleg      beta        eta
    1.608490    1.622360    0.878660   3 'Fe    '     2.4477  158.3818    0.0000
   -1.295280   -1.880460    0.878660   3 'Fe    '     4.5499  158.3716    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4466   43.2466    0.0000
    81    3   2.000  index, nleg, degeneracy, r=  4.7244
      x           y           z     ipot  label      rleg      beta        eta
   -2.309040    2.094890   -3.232010   3 'Fe    '     4.4907  154.3393    0.0000
   -0.691830    0.497690   -2.384540   3 'Fe    '     2.4258   50.1698    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.5323  155.4909    0.0000
    82    3   2.000  index, nleg, degeneracy, r=  4.7476
      x           y           z     ipot  label      rleg      beta        eta
   -3.992760    1.625810   -1.542110   2 'Si    '     4.5786  158.2340    0.0000
   -2.406690    0.020530   -0.681500   3 'Fe    '     2.4152   42.7456    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.5014  159.0203    0.0000
    83    3   2.000  index, nleg, degeneracy, r=  4.7725
      x           y           z     ipot  label      rleg      beta        eta
   -2.406690    0.020530   -0.681500   3 'Fe    '     2.5014  158.4668    0.0000
    1.608490    1.622360    0.878660   3 'Fe    '     4.5958  157.9701    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4477   43.5630    0.0000
    84    3   2.000  index, nleg, degeneracy, r=  4.7750
      x           y           z     ipot  label      rleg      beta        eta
    1.283190    4.010810    1.720430   3 'Fe    '     4.5490  155.9988    0.0000
    1.608490    1.622360    0.878660   3 'Fe    '     2.5533   49.1071    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4477  154.8941    0.0000
    85    3   2.000  index, nleg, degeneracy, r=  4.7796
      x           y           z     ipot  label      rleg      beta        eta
   -1.607650    0.501830    1.720430   3 'Fe    '     2.4075  156.8974    0.0000
    1.502350    1.383250   -1.542110   2 'Si    '     4.5927  158.3366    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.5590   44.7660    0.0000
    86    3   2.000  index, nleg, degeneracy, r=  4.8091
      x           y           z     ipot  label      rleg      beta        eta
    2.376890    2.094890    3.307080   3 'Fe    '     4.5798  156.1035    0.0000
    1.608490    1.622360    0.878660   3 'Fe    '     2.5905   49.2831    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4477  154.6134    0.0000
